PrefabName;SequenceIndex;TupleIndex;Lane;ObstacleGUID;TokenGUID;PowerUpGUID
boss_straight;0;5;Middle;NULL;NULL;NULL
boss_straight;0;5;Right;NULL;NULL;7e0a5aad6164ca54eba76d41afd97562
boss_straight;0;6;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;0;6;Middle;NULL;NULL;NULL
boss_straight;0;6;Right;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
boss_straight;0;7;Left;8a706702812ae49408aebe5f12d0189d;NULL;NULL
boss_straight;0;7;Middle;NULL;NULL;NULL
boss_straight;0;7;Right;NULL;NULL;NULL
boss_straight;0;8;Left;NULL;NULL;NULL
boss_straight;0;8;Middle;NULL;NULL;NULL
boss_straight;0;8;Right;NULL;NULL;NULL
boss_straight;1;0;Left;NULL;NULL;NULL
boss_straight;1;0;Middle;NULL;NULL;NULL
boss_straight;1;0;Right;NULL;NULL;NULL
boss_straight;1;1;Left;NULL;NULL;NULL
boss_straight;1;1;Middle;NULL;NULL;NULL
boss_straight;1;1;Right;NULL;NULL;NULL
boss_straight;1;2;Left;87e0f339414c68140804775ec5526d59;eef73bb34eeab7443a4c88631b9444db;NULL
boss_straight;1;2;Middle;f5ed1ad7e743fc844800a168d5c771d1;NULL;NULL
boss_straight;1;2;Right;NULL;NULL;NULL
boss_straight;1;3;Left;NULL;NULL;NULL
boss_straight;1;3;Middle;NULL;87296fc76abbbc64687477e185bc9324;NULL
boss_straight;1;3;Right;NULL;NULL;NULL
boss_straight;1;4;Left;NULL;NULL;NULL
boss_straight;1;4;Middle;cb88044e99fce0c4daf1b399f518dd4c;NULL;NULL
boss_straight;1;4;Right;NULL;NULL;NULL
boss_straight;1;5;Left;NULL;NULL;NULL
boss_straight;1;5;Middle;NULL;NULL;NULL
boss_straight;1;5;Right;NULL;3943912e7cdd94741bd702527b23cb8e;NULL
boss_straight;1;6;Left;NULL;NULL;NULL
boss_straight;1;6;Middle;NULL;NULL;NULL
boss_straight;1;6;Right;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
boss_straight;1;7;Left;NULL;NULL;NULL
boss_straight;1;7;Middle;NULL;NULL;7e0a5aad6164ca54eba76d41afd97562
boss_straight;1;7;Right;NULL;NULL;NULL
boss_straight;1;8;Left;NULL;NULL;NULL
boss_straight;1;8;Middle;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
boss_straight;1;8;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;1;9;Left;NULL;NULL;NULL
boss_straight;1;9;Middle;NULL;NULL;NULL
boss_straight;1;9;Right;NULL;NULL;NULL
boss_straight;2;0;Left;NULL;NULL;NULL
boss_straight;2;0;Middle;NULL;NULL;NULL
boss_straight;2;0;Right;NULL;NULL;NULL
boss_straight;2;1;Left;8292ed8f578d6fb4d87467eaf84d905e;NULL;NULL
boss_straight;2;1;Middle;NULL;NULL;NULL
boss_straight;2;1;Right;43f927bc7c620db4587088520c13fbd3;NULL;NULL
boss_straight;2;2;Left;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
boss_straight;2;2;Middle;NULL;NULL;NULL
boss_straight;2;2;Right;NULL;NULL;NULL
boss_straight;2;3;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
boss_straight;2;3;Middle;262bf28504178a24591ebd6d5108c8b3;eef73bb34eeab7443a4c88631b9444db;NULL
boss_straight;2;3;Right;NULL;NULL;NULL
boss_straight;2;4;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
boss_straight;2;4;Middle;NULL;NULL;NULL
boss_straight;2;4;Right;NULL;NULL;NULL
boss_straight;2;5;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
boss_straight;2;5;Middle;8a706702812ae49408aebe5f12d0189d;eef73bb34eeab7443a4c88631b9444db;NULL
boss_straight;2;5;Right;NULL;NULL;NULL
boss_straight;2;6;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
boss_straight;2;6;Middle;NULL;NULL;NULL
boss_straight;2;6;Right;NULL;NULL;NULL
boss_straight;2;7;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
boss_straight;2;7;Middle;4076456460b4e7b4e9ba3b7e75cfecf2;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;2;7;Right;NULL;NULL;NULL
boss_straight;2;8;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
boss_straight;2;8;Middle;NULL;NULL;7e0a5aad6164ca54eba76d41afd97562
boss_straight;2;8;Right;NULL;NULL;NULL
boss_straight;2;9;Left;NULL;NULL;NULL
boss_straight;2;9;Middle;NULL;NULL;NULL
boss_straight;2;9;Right;NULL;NULL;NULL
boss_straight;3;0;Left;NULL;NULL;NULL
boss_straight;3;0;Middle;NULL;NULL;NULL
boss_straight;3;0;Right;NULL;NULL;NULL
boss_straight;3;1;Left;a57036cec3c6add4d90936080f22925e;NULL;NULL
boss_straight;3;1;Middle;NULL;NULL;NULL
boss_straight;3;1;Right;NULL;NULL;NULL
boss_straight;3;2;Left;NULL;NULL;NULL
boss_straight;3;2;Middle;NULL;NULL;NULL
boss_straight;3;2;Right;NULL;NULL;NULL
boss_straight;3;3;Left;NULL;NULL;NULL
boss_straight;3;3;Middle;NULL;NULL;NULL
boss_straight;3;3;Right;262bf28504178a24591ebd6d5108c8b3;eef73bb34eeab7443a4c88631b9444db;NULL
boss_straight;3;4;Left;NULL;NULL;NULL
boss_straight;3;4;Middle;NULL;NULL;NULL
boss_straight;3;4;Right;NULL;NULL;NULL
boss_straight;3;5;Left;NULL;NULL;NULL
boss_straight;3;5;Middle;NULL;NULL;NULL
boss_straight;3;5;Right;3534801d17c530c4e8d1e704d61a7c5e;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;3;6;Left;NULL;NULL;NULL
boss_straight;3;6;Middle;NULL;NULL;NULL
boss_straight;3;6;Right;NULL;NULL;7e0a5aad6164ca54eba76d41afd97562
boss_straight;3;7;Left;NULL;NULL;NULL
boss_straight;3;7;Middle;NULL;NULL;NULL
boss_straight;3;7;Right;NULL;NULL;NULL
boss_straight;3;8;Left;NULL;NULL;NULL
boss_straight;3;8;Middle;NULL;NULL;NULL
boss_straight;3;8;Right;NULL;NULL;NULL
boss_straight;4;0;Left;NULL;NULL;NULL
boss_straight;4;0;Middle;NULL;NULL;NULL
boss_straight;4;0;Right;NULL;NULL;NULL
boss_straight;4;1;Left;eda4679315b2e274e9ed594d0f08db18;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;4;1;Middle;NULL;NULL;NULL
boss_straight;4;1;Right;NULL;NULL;NULL
boss_straight;4;2;Left;NULL;NULL;NULL
boss_straight;4;2;Middle;NULL;NULL;NULL
boss_straight;4;2;Right;NULL;NULL;NULL
boss_straight;4;3;Left;NULL;NULL;NULL
boss_straight;4;3;Middle;NULL;NULL;NULL
boss_straight;4;3;Right;NULL;NULL;NULL
boss_straight;4;4;Left;NULL;NULL;NULL
boss_straight;4;4;Middle;NULL;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;4;4;Right;NULL;NULL;NULL
boss_straight;4;5;Left;NULL;NULL;NULL
boss_straight;4;5;Middle;87e0f339414c68140804775ec5526d59;NULL;NULL
boss_straight;4;5;Right;NULL;NULL;NULL
boss_straight;4;6;Left;NULL;NULL;NULL
boss_straight;4;6;Middle;NULL;NULL;NULL
boss_straight;4;6;Right;NULL;NULL;NULL
boss_straight;4;7;Left;NULL;NULL;NULL
boss_straight;4;7;Middle;c8589bbbac61082489b4582dd637afa4;NULL;7e0a5aad6164ca54eba76d41afd97562
boss_straight;4;7;Right;NULL;NULL;NULL
boss_straight;4;8;Left;NULL;NULL;NULL
boss_straight;4;8;Middle;NULL;NULL;NULL
boss_straight;4;8;Right;NULL;NULL;NULL
boss_straight;5;0;Left;NULL;NULL;NULL
boss_straight;5;0;Middle;NULL;NULL;NULL
boss_straight;5;0;Right;NULL;NULL;NULL
boss_straight;5;1;Left;NULL;NULL;NULL
boss_straight;5;1;Middle;NULL;e1378294dc4b5334596c5fc406f63008;NULL
boss_straight;5;1;Right;7b25aee55c07d7340bad79d6ebb808a0;NULL;NULL
boss_straight;5;2;Left;NULL;NULL;NULL
boss_straight;5;2;Middle;NULL;NULL;NULL
boss_straight;5;2;Right;NULL;NULL;NULL
boss_straight;5;3;Left;NULL;NULL;NULL
boss_straight;5;3;Middle;NULL;NULL;NULL
boss_straight;5;3;Right;NULL;NULL;NULL
boss_straight;5;4;Left;NULL;NULL;NULL
boss_straight;5;4;Middle;54816eb06f45e704db0e1fb18afb53ca;NULL;NULL
boss_straight;5;4;Right;NULL;NULL;NULL
boss_straight;5;5;Left;NULL;NULL;NULL
boss_straight;5;5;Middle;NULL;NULL;NULL
boss_straight;5;5;Right;NULL;NULL;NULL
boss_straight;5;6;Left;7b787304b65a22b46988915385a0b055;eef73bb34eeab7443a4c88631b9444db;NULL
boss_straight;5;6;Middle;NULL;NULL;NULL
boss_straight;5;6;Right;NULL;NULL;NULL
boss_straight;5;7;Left;NULL;NULL;7e0a5aad6164ca54eba76d41afd97562
boss_straight;5;7;Middle;NULL;NULL;NULL
boss_straight;5;7;Right;NULL;NULL;NULL
boss_straight;5;8;Left;NULL;NULL;NULL
boss_straight;5;8;Middle;NULL;NULL;NULL
boss_straight;5;8;Right;NULL;NULL;NULL
BossIdle;0;0;Left;NULL;NULL;NULL
BossIdle;0;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;0;0;Right;NULL;NULL;NULL
BossIdle;0;1;Left;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossIdle;0;1;Middle;c8589bbbac61082489b4582dd637afa4;NULL;NULL
BossIdle;0;1;Right;NULL;NULL;NULL
BossIdle;1;0;Left;NULL;NULL;NULL
BossIdle;1;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;1;0;Right;NULL;NULL;NULL
BossIdle;1;1;Left;NULL;NULL;NULL
BossIdle;1;1;Middle;54816eb06f45e704db0e1fb18afb53ca;NULL;NULL
BossIdle;1;1;Right;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossIdle;2;0;Left;NULL;NULL;NULL
BossIdle;2;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;2;0;Right;NULL;NULL;NULL
BossIdle;2;1;Left;4076456460b4e7b4e9ba3b7e75cfecf2;NULL;NULL
BossIdle;2;1;Middle;87e0f339414c68140804775ec5526d59;NULL;NULL
BossIdle;2;1;Right;3534801d17c530c4e8d1e704d61a7c5e;e1378294dc4b5334596c5fc406f63008;NULL
BossIdle;3;0;Left;NULL;NULL;NULL
BossIdle;3;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;3;0;Right;NULL;NULL;NULL
BossIdle;3;1;Left;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
BossIdle;3;1;Middle;8a706702812ae49408aebe5f12d0189d;eef73bb34eeab7443a4c88631b9444db;NULL
BossIdle;3;1;Right;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
BossIdle;4;0;Left;NULL;NULL;NULL
BossIdle;4;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;4;0;Right;NULL;NULL;NULL
BossIdle;4;1;Left;8292ed8f578d6fb4d87467eaf84d905e;NULL;NULL
BossIdle;4;1;Middle;NULL;NULL;NULL
BossIdle;4;1;Right;4ae7e932021d15b4b94604ad4d3ce338;eef73bb34eeab7443a4c88631b9444db;NULL
BossIdle;5;0;Left;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;5;0;Middle;2926a41bd6c52e242ae3cc1f849863e6;0e0de8589b9a53f41bd974e1080c862d;NULL
BossIdle;5;0;Right;NULL;NULL;NULL
BossIdle;5;1;Left;NULL;NULL;NULL
BossIdle;5;1;Middle;5d8c808f249f61e4398cce0102bb2c97;NULL;NULL
BossIdle;5;1;Right;NULL;NULL;NULL
BossIdle;6;0;Left;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;6;0;Middle;NULL;NULL;NULL
BossIdle;6;0;Right;NULL;NULL;NULL
BossIdle;6;1;Left;NULL;NULL;NULL
BossIdle;6;1;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossIdle;6;1;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossIdle;7;0;Left;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossIdle;7;0;Middle;a8236ce0b4d7f9648b0de45bbaea46bf;NULL;NULL
BossIdle;7;0;Right;NULL;NULL;NULL
BossIdle;7;1;Left;NULL;NULL;NULL
BossIdle;7;1;Middle;ecc1957dd6fdc2a458598c3e39b6c5dc;0e0de8589b9a53f41bd974e1080c862d;NULL
BossIdle;7;1;Right;NULL;NULL;NULL
BossOneArm;0;0;Left;NULL;NULL;NULL
BossOneArm;0;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;0;0;Right;NULL;NULL;NULL
BossOneArm;0;1;Left;NULL;NULL;NULL
BossOneArm;0;1;Middle;a2be63c3a1251c9449f43e5d8ea35bd0;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;0;1;Right;NULL;NULL;NULL
BossOneArm;0;2;Left;NULL;NULL;NULL
BossOneArm;0;2;Middle;NULL;NULL;NULL
BossOneArm;0;2;Right;NULL;NULL;NULL
BossOneArm;0;3;Left;NULL;NULL;NULL
BossOneArm;0;3;Middle;NULL;NULL;NULL
BossOneArm;0;3;Right;NULL;NULL;NULL
BossOneArm;0;4;Left;NULL;NULL;NULL
BossOneArm;0;4;Middle;NULL;NULL;NULL
BossOneArm;0;4;Right;4ae7e932021d15b4b94604ad4d3ce338;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;0;5;Left;3534801d17c530c4e8d1e704d61a7c5e;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;0;5;Middle;NULL;NULL;NULL
BossOneArm;0;5;Right;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;0;6;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;0;6;Middle;NULL;NULL;NULL
BossOneArm;0;6;Right;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
BossOneArm;1;0;Left;NULL;NULL;NULL
BossOneArm;1;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;1;0;Right;NULL;NULL;NULL
BossOneArm;1;1;Left;87e0f339414c68140804775ec5526d59;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;1;1;Middle;f5ed1ad7e743fc844800a168d5c771d1;NULL;NULL
BossOneArm;1;1;Right;NULL;NULL;NULL
BossOneArm;1;2;Left;NULL;NULL;NULL
BossOneArm;1;2;Middle;NULL;87296fc76abbbc64687477e185bc9324;NULL
BossOneArm;1;2;Right;NULL;NULL;NULL
BossOneArm;1;3;Left;NULL;NULL;NULL
BossOneArm;1;3;Middle;cb88044e99fce0c4daf1b399f518dd4c;NULL;NULL
BossOneArm;1;3;Right;NULL;NULL;NULL
BossOneArm;1;4;Left;NULL;NULL;NULL
BossOneArm;1;4;Middle;NULL;NULL;NULL
BossOneArm;1;4;Right;NULL;3943912e7cdd94741bd702527b23cb8e;NULL
BossOneArm;1;5;Left;NULL;NULL;NULL
BossOneArm;1;5;Middle;NULL;NULL;NULL
BossOneArm;1;5;Right;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;1;6;Left;NULL;NULL;NULL
BossOneArm;1;6;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;1;6;Right;NULL;NULL;NULL
BossOneArm;1;7;Left;NULL;NULL;NULL
BossOneArm;1;7;Middle;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;1;7;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;2;0;Left;NULL;NULL;NULL
BossOneArm;2;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;2;0;Right;NULL;NULL;NULL
BossOneArm;2;1;Left;8292ed8f578d6fb4d87467eaf84d905e;NULL;NULL
BossOneArm;2;1;Middle;43f927bc7c620db4587088520c13fbd3;NULL;NULL
BossOneArm;2;1;Right;NULL;NULL;NULL
BossOneArm;2;2;Left;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
BossOneArm;2;2;Middle;NULL;NULL;NULL
BossOneArm;2;2;Right;NULL;NULL;NULL
BossOneArm;2;3;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;2;3;Middle;262bf28504178a24591ebd6d5108c8b3;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;2;3;Right;NULL;NULL;NULL
BossOneArm;2;4;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;2;4;Middle;NULL;NULL;NULL
BossOneArm;2;4;Right;NULL;NULL;NULL
BossOneArm;2;5;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;2;5;Middle;8a706702812ae49408aebe5f12d0189d;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;2;5;Right;NULL;NULL;NULL
BossOneArm;2;6;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;2;6;Middle;NULL;NULL;NULL
BossOneArm;2;6;Right;NULL;NULL;NULL
BossOneArm;2;7;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;2;7;Middle;4076456460b4e7b4e9ba3b7e75cfecf2;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;2;7;Right;NULL;NULL;NULL
BossOneArm;2;8;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;2;8;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;2;8;Right;NULL;NULL;NULL
BossOneArm;3;0;Left;NULL;NULL;NULL
BossOneArm;3;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;3;0;Right;NULL;NULL;NULL
BossOneArm;3;1;Left;NULL;NULL;NULL
BossOneArm;3;1;Middle;a2be63c3a1251c9449f43e5d8ea35bd0;NULL;NULL
BossOneArm;3;1;Right;NULL;NULL;NULL
BossOneArm;3;2;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;3;2;Middle;f60cb42bdf939f949afa9d2af69454e6;NULL;NULL
BossOneArm;3;2;Right;NULL;NULL;NULL
BossOneArm;3;3;Left;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
BossOneArm;3;3;Middle;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;3;3;Right;NULL;NULL;NULL
BossOneArm;3;4;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;3;4;Middle;NULL;NULL;NULL
BossOneArm;3;4;Right;NULL;NULL;NULL
BossOneArm;3;5;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossOneArm;3;5;Middle;NULL;NULL;NULL
BossOneArm;3;5;Right;4076456460b4e7b4e9ba3b7e75cfecf2;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;3;6;Left;NULL;NULL;NULL
BossOneArm;3;6;Middle;f42e5b420cf890443ad44fe85359cf3b;NULL;NULL
BossOneArm;3;6;Right;NULL;NULL;NULL
BossOneArm;4;0;Left;NULL;NULL;NULL
BossOneArm;4;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;4;0;Right;NULL;NULL;NULL
BossOneArm;4;1;Left;NULL;NULL;NULL
BossOneArm;4;1;Middle;43f927bc7c620db4587088520c13fbd3;NULL;NULL
BossOneArm;4;1;Right;NULL;NULL;NULL
BossOneArm;4;2;Left;NULL;NULL;NULL
BossOneArm;4;2;Middle;5d8c808f249f61e4398cce0102bb2c97;NULL;NULL
BossOneArm;4;2;Right;NULL;NULL;NULL
BossOneArm;4;3;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;4;3;Middle;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;4;3;Right;NULL;NULL;NULL
BossOneArm;4;4;Left;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;4;4;Middle;NULL;NULL;NULL
BossOneArm;4;4;Right;NULL;NULL;NULL
BossOneArm;4;5;Left;NULL;NULL;NULL
BossOneArm;4;5;Middle;cb88044e99fce0c4daf1b399f518dd4c;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;4;5;Right;NULL;NULL;NULL
BossOneArm;4;6;Left;8292ed8f578d6fb4d87467eaf84d905e;c9b790013f8f57b4c92cfe3650d92a9a;NULL
BossOneArm;4;6;Middle;NULL;NULL;NULL
BossOneArm;4;6;Right;NULL;NULL;NULL
BossOneArm;5;0;Left;NULL;NULL;NULL
BossOneArm;5;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;5;0;Right;NULL;NULL;NULL
BossOneArm;5;1;Left;NULL;NULL;NULL
BossOneArm;5;1;Middle;f5ed1ad7e743fc844800a168d5c771d1;NULL;NULL
BossOneArm;5;1;Right;NULL;NULL;NULL
BossOneArm;5;2;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;5;2;Middle;8292ed8f578d6fb4d87467eaf84d905e;NULL;NULL
BossOneArm;5;2;Right;NULL;NULL;NULL
BossOneArm;5;3;Left;NULL;NULL;NULL
BossOneArm;5;3;Middle;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;5;3;Right;NULL;NULL;NULL
BossOneArm;5;4;Left;NULL;NULL;NULL
BossOneArm;5;4;Middle;NULL;NULL;NULL
BossOneArm;5;4;Right;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;5;5;Left;NULL;NULL;NULL
BossOneArm;5;5;Middle;4076456460b4e7b4e9ba3b7e75cfecf2;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;5;5;Right;NULL;NULL;NULL
BossOneArm;5;6;Left;NULL;NULL;NULL
BossOneArm;5;6;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;5;6;Right;cb88044e99fce0c4daf1b399f518dd4c;NULL;NULL
BossOneArm;6;0;Left;NULL;NULL;NULL
BossOneArm;6;0;Middle;NULL;NULL;NULL
BossOneArm;6;0;Right;NULL;NULL;NULL
BossOneArm;6;1;Left;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;6;1;Middle;a2be63c3a1251c9449f43e5d8ea35bd0;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;6;1;Right;NULL;NULL;NULL
BossOneArm;6;2;Left;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossOneArm;6;2;Middle;NULL;NULL;NULL
BossOneArm;6;2;Right;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
